Date,Crop_Type,Soil_Type,Temperature_C,Humidity_Percent,Rainfall_mm,Soil_Moisture_Percent,Irrigation_Needed_Liters
2025-01-30,Wheat,Loamy,38.49,28.57,5.04,17.48,57.42
2025-01-31,Cotton,Sandy,20.7,77.49,3.93,6.56,42.73
2025-02-01,Cotton,Clay,40.79,31.82,9.62,25.26,50.07
2025-02-02,Wheat,Silt,43.04,83.64,8.56,37.76,28.2
2025-02-03,Maize,Loamy,41.35,86.68,7.02,23.91,33.55
2025-02-04,Rice,Sandy,20.83,51.3,8.85,18.09,54.47
2025-02-05,Wheat,Sandy,18.55,48.1,7.88,9.41,33.12
2025-02-06,Rice,Clay,43.67,86.75,2.17,25.86,53.07
2025-02-07,Cotton,Clay,36.18,55.26,8.83,35.16,40.72
2025-02-08,Sugarcane,Sandy,38.04,64.0,5.02,14.01,75.19
2025-02-09,Cotton,Sandy,33.76,76.58,0.36,11.7,48.88
2025-02-10,Rice,Loamy,39.74,68.22,4.01,19.84,74.56
2025-02-11,Cotton,Loamy,34.73,59.51,13.51,26.73,30.16
2025-02-12,Cotton,Silt,21.12,52.83,8.07,23.6,22.66
2025-02-13,Sugarcane,Loamy,20.98,48.87,0.38,26.52,52.12
2025-02-14,Wheat,Clay,25.81,26.09,1.13,35.91,38.24
2025-02-15,Wheat,Clay,21.95,79.42,2.53,29.91,21.87
2025-02-16,Maize,Clay,18.34,59.93,4.36,39.29,26.44
2025-02-17,Rice,Loamy,23.47,25.67,10.46,29.58,43.81
2025-02-18,Sugarcane,Sandy,21.04,82.32,0.61,5.08,60.01
2025-02-19,Cotton,Silt,16.49,37.99,3.13,24.54,41.46
2025-02-20,Maize,Sandy,27.71,43.95,16.29,13.9,37.93
2025-02-21,Rice,Clay,42.29,59.83,7.18,41.24,44.05
2025-02-22,Cotton,Clay,40.45,45.43,7.9,43.82,30.74
2025-02-23,Maize,Silt,16.23,72.14,2.95,20.4,20.38
2025-02-24,Rice,Silt,37.47,44.99,5.04,23.73,56.5
2025-02-25,Cotton,Sandy,21.12,40.43,6.9,14.65,38.3
2025-02-26,Maize,Silt,36.45,87.0,2.79,29.5,40.39
2025-02-27,Maize,Clay,36.22,37.65,2.96,27.47,51.24
2025-02-28,Maize,Silt,16.18,88.41,1.39,33.27,25.03
2025-03-01,Maize,Sandy,19.59,70.97,4.58,19.63,39.62
2025-03-02,Maize,Sandy,32.21,43.91,5.23,6.37,50.38
2025-03-03,Rice,Silt,40.26,62.99,1.97,23.83,60.33
2025-03-04,Cotton,Sandy,21.21,79.6,0.44,12.12,41.08
2025-03-05,Cotton,Sandy,37.2,75.23,0.63,7.81,53.72
2025-03-06,Rice,Clay,37.44,78.56,6.09,43.57,41.43
2025-03-07,Rice,Silt,20.79,26.49,3.8,36.43,52.61
2025-03-08,Cotton,Sandy,39.35,53.76,0.3,8.49,61.24
2025-03-09,Sugarcane,Sandy,41.95,60.79,0.66,7.43,81.33
2025-03-10,Sugarcane,Loamy,29.62,21.73,1.43,23.16,63.68
2025-03-11,Maize,Clay,36.84,76.92,1.49,40.49,27.31
2025-03-12,Sugarcane,Sandy,40.68,72.5,8.18,7.74,67.42
2025-03-13,Maize,Silt,26.64,40.15,6.45,36.73,30.17
2025-03-14,Maize,Sandy,42.62,20.84,4.02,19.81,67.91
2025-03-15,Rice,Silt,44.17,56.26,4.76,24.73,59.9
2025-03-16,Cotton,Sandy,17.25,27.43,9.08,9.8,48.17
2025-03-17,Wheat,Silt,26.34,88.68,3.14,35.84,24.41
2025-03-18,Sugarcane,Loamy,16.35,50.65,9.29,20.25,44.53
2025-03-19,Rice,Silt,28.47,60.43,4.23,26.65,48.89
2025-03-20,Sugarcane,Sandy,26.0,26.96,7.27,24.33,62.82
2025-03-21,Maize,Clay,33.02,69.06,1.68,37.62,37.73
2025-03-22,Cotton,Sandy,37.73,39.73,1.91,23.49,52.34
2025-03-23,Rice,Clay,31.42,31.52,0.33,31.35,63.32
2025-03-24,Cotton,Sandy,30.44,26.97,0.08,24.27,49.26
2025-03-25,Maize,Sandy,15.32,47.59,9.52,11.92,35.21
2025-03-26,Maize,Clay,27.19,81.59,5.23,42.98,13.74
2025-03-27,Sugarcane,Sandy,24.29,34.13,11.97,20.21,51.06
2025-03-28,Maize,Clay,26.19,34.63,5.95,43.88,30.97
2025-03-29,Sugarcane,Silt,22.58,51.0,9.4,24.12,47.71
2025-03-30,Sugarcane,Loamy,27.77,59.58,0.11,15.69,69.67
2025-03-31,Sugarcane,Silt,41.56,26.07,3.86,38.26,74.33
2025-04-01,Cotton,Clay,44.31,33.09,2.95,34.76,56.88
2025-04-02,Cotton,Sandy,27.86,64.0,1.21,17.55,52.54
2025-04-03,Cotton,Sandy,15.97,36.49,1.86,12.98,53.45
2025-04-04,Rice,Silt,43.64,84.3,0.24,26.78,54.43
2025-04-05,Rice,Silt,33.87,64.83,9.5,34.82,50.26
2025-04-06,Wheat,Loamy,23.22,61.51,3.36,17.67,38.46
2025-04-07,Maize,Sandy,42.73,36.13,1.71,12.39,68.98
2025-04-08,Wheat,Silt,43.62,80.59,4.3,33.48,32.1
2025-04-09,Maize,Clay,23.47,60.97,1.48,43.68,15.79
2025-04-10,Cotton,Loamy,30.06,83.7,6.32,26.64,31.79
2025-04-11,Cotton,Silt,43.17,40.65,3.23,35.14,46.13
2025-04-12,Rice,Clay,44.9,49.88,0.59,25.61,61.36
2025-04-13,Maize,Loamy,21.62,31.09,0.32,31.45,36.87
2025-04-14,Sugarcane,Loamy,30.08,78.76,5.26,27.3,48.05
2025-04-15,Maize,Silt,36.46,88.13,1.12,20.19,35.45
2025-04-16,Cotton,Sandy,39.62,20.5,3.05,11.58,67.31
2025-04-17,Rice,Sandy,22.64,44.63,6.11,15.43,52.75
2025-04-18,Wheat,Loamy,34.08,73.61,0.41,15.94,42.12
2025-04-19,Maize,Clay,43.07,51.99,1.71,36.24,40.67
2025-04-20,Wheat,Sandy,27.99,57.49,3.24,12.78,47.32
2025-04-21,Wheat,Loamy,25.07,63.05,13.08,34.24,20.05
2025-04-22,Maize,Sandy,23.36,87.12,0.77,16.6,36.7
2025-04-23,Sugarcane,Loamy,27.15,89.92,0.28,26.57,47.5
2025-04-24,Cotton,Clay,28.19,55.73,1.5,31.33,32.52
2025-04-25,Sugarcane,Silt,44.0,86.13,2.04,31.42,62.46
2025-04-26,Wheat,Clay,39.32,86.39,0.48,28.23,37.76
2025-04-27,Maize,Clay,15.43,38.03,2.99,38.86,39.4
2025-04-28,Rice,Clay,43.68,36.57,10.71,26.94,57.33
2025-04-29,Wheat,Clay,16.73,79.15,0.3,30.43,17.62
2025-04-30,Sugarcane,Sandy,17.72,66.76,0.72,22.04,51.9
2025-05-01,Wheat,Clay,25.41,50.23,7.61,34.68,26.76
2025-05-02,Cotton,Loamy,25.14,69.38,1.04,30.01,33.42
2025-05-03,Cotton,Loamy,20.56,32.74,3.6,31.9,37.48
2025-05-04,Maize,Sandy,34.63,81.08,1.4,14.0,50.55
2025-05-05,Rice,Loamy,26.66,29.2,1.52,26.62,61.31
2025-05-06,Cotton,Loamy,31.51,55.98,5.86,31.75,33.94
2025-05-07,Maize,Silt,19.82,32.11,1.55,22.39,36.38
2025-05-08,Maize,Loamy,26.59,44.74,1.9,24.82,31.92
2025-05-09,Rice,Sandy,24.28,88.24,2.65,13.89,55.46
2025-05-10,Rice,Clay,22.25,67.69,6.29,37.15,37.53
2025-05-11,Rice,Sandy,29.76,89.05,1.63,12.91,61.12
2025-05-12,Rice,Clay,28.81,35.23,0.72,44.07,47.44
2025-05-13,Maize,Clay,25.43,63.42,3.94,27.51,31.74
2025-05-14,Wheat,Silt,21.41,48.78,6.09,24.35,19.2
2025-05-15,Maize,Silt,43.64,76.01,1.38,21.36,36.9
2025-05-16,Maize,Clay,38.33,80.08,9.32,32.19,34.12
2025-05-17,Wheat,Loamy,34.07,89.51,7.52,19.52,38.06
2025-05-18,Cotton,Sandy,28.33,29.59,9.91,21.32,42.9
2025-05-19,Sugarcane,Silt,40.55,23.68,0.55,31.38,75.19
2025-05-20,Rice,Clay,26.9,50.18,4.21,25.04,48.56
2025-05-21,Rice,Loamy,36.67,32.19,3.96,29.29,69.67
2025-05-22,Cotton,Clay,29.76,41.72,1.0,35.08,33.94
2025-05-23,Rice,Silt,28.92,29.33,13.14,37.35,51.25
2025-05-24,Cotton,Sandy,38.28,76.56,7.3,7.28,50.86
2025-05-25,Sugarcane,Silt,32.32,65.25,3.07,30.57,57.21
2025-05-26,Sugarcane,Clay,28.05,40.49,3.94,27.67,56.15
2025-05-27,Rice,Loamy,19.9,27.3,0.79,32.54,55.17
2025-05-28,Wheat,Silt,18.2,65.47,10.12,36.56,15.76
2025-05-29,Cotton,Sandy,18.37,23.45,1.49,7.71,53.56
2025-05-30,Sugarcane,Loamy,39.63,87.86,3.03,25.14,60.43
2025-05-31,Sugarcane,Sandy,34.17,43.87,30.31,10.27,53.67
2025-06-01,Maize,Loamy,15.74,68.77,6.46,31.73,25.85
2025-06-02,Rice,Loamy,17.75,67.67,10.57,25.28,35.24
2025-06-03,Maize,Loamy,38.04,72.63,4.44,19.25,50.58
2025-06-04,Maize,Clay,28.78,23.86,2.78,34.38,45.57
2025-06-05,Rice,Sandy,24.35,56.77,0.34,24.45,44.16
2025-06-06,Rice,Clay,25.66,67.78,5.43,39.31,43.61
2025-06-07,Sugarcane,Sandy,35.01,27.18,0.06,7.79,91.29
2025-06-08,Sugarcane,Silt,44.49,54.58,10.18,34.74,55.01
2025-06-09,Cotton,Sandy,40.17,81.4,1.39,16.01,53.15
2025-06-10,Sugarcane,Silt,42.33,77.44,7.14,20.98,57.06
2025-06-11,Rice,Clay,30.81,60.78,5.76,40.06,41.36
2025-06-12,Maize,Silt,20.68,48.08,14.76,27.93,15.75
2025-06-13,Maize,Silt,32.18,77.36,1.98,26.99,33.58
2025-06-14,Sugarcane,Sandy,28.22,38.23,9.11,19.31,76.12
2025-06-15,Rice,Loamy,35.68,39.87,5.92,21.12,66.56
2025-06-16,Cotton,Clay,17.32,55.9,2.1,31.57,30.61
2025-06-17,Rice,Sandy,38.31,24.96,5.4,21.18,66.04
2025-06-18,Maize,Loamy,43.51,41.0,0.1,23.64,40.2
2025-06-19,Sugarcane,Sandy,21.3,75.22,7.45,9.35,55.73
2025-06-20,Sugarcane,Sandy,29.51,21.03,12.7,24.52,53.33
2025-06-21,Cotton,Clay,22.6,82.66,4.27,32.02,27.0
2025-06-22,Rice,Loamy,42.35,84.96,0.9,15.05,72.9
2025-06-23,Wheat,Sandy,16.66,78.31,3.06,10.18,37.27
2025-06-24,Wheat,Clay,43.42,34.39,4.76,29.46,50.27
2025-06-25,Sugarcane,Silt,20.71,56.46,3.17,21.42,51.91
2025-06-26,Maize,Clay,32.24,56.03,3.6,27.14,37.54
2025-06-27,Cotton,Clay,20.92,26.83,0.91,43.47,31.93
2025-06-28,Rice,Silt,34.67,57.61,5.65,33.65,50.77
2025-06-29,Sugarcane,Sandy,20.17,50.17,3.57,7.81,64.55
2025-06-30,Wheat,Clay,20.5,20.48,3.15,38.71,33.36
2025-07-01,Rice,Loamy,41.61,39.25,1.27,32.14,71.9
2025-07-02,Maize,Silt,29.68,35.24,0.41,31.47,40.59
2025-07-03,Rice,Loamy,20.24,81.23,6.69,20.06,32.4
2025-07-04,Wheat,Sandy,42.37,64.32,6.38,10.14,51.32
2025-07-05,Sugarcane,Loamy,26.26,63.87,0.79,31.46,53.41
2025-07-06,Cotton,Loamy,41.06,32.18,0.24,26.59,57.48
2025-07-07,Maize,Sandy,15.21,76.38,0.4,13.27,39.07
2025-07-08,Maize,Clay,17.52,73.9,4.97,44.77,12.07
2025-07-09,Rice,Silt,37.03,56.52,1.2,35.63,58.22
2025-07-10,Sugarcane,Sandy,17.78,47.96,2.71,15.29,66.25
2025-07-11,Maize,Loamy,39.63,39.7,0.36,16.13,65.72
2025-07-12,Maize,Loamy,42.86,54.77,9.26,23.92,39.25
2025-07-13,Cotton,Loamy,25.84,64.61,0.37,22.23,35.21
2025-07-14,Sugarcane,Loamy,29.24,77.12,2.83,30.93,50.57
2025-07-15,Rice,Silt,27.33,62.3,4.97,28.35,47.87
2025-07-16,Maize,Sandy,34.31,39.4,2.99,11.91,61.04
2025-07-17,Rice,Clay,43.77,33.46,6.32,38.29,64.06
2025-07-18,Cotton,Loamy,43.36,64.25,2.86,25.5,43.2
2025-07-19,Sugarcane,Loamy,37.39,30.19,10.52,20.38,67.89
2025-07-20,Rice,Silt,21.32,36.57,4.94,36.6,54.49
2025-07-21,Sugarcane,Silt,35.08,51.37,3.35,24.09,65.76
2025-07-22,Sugarcane,Loamy,30.22,50.91,0.7,20.82,62.21
2025-07-23,Rice,Sandy,15.02,61.59,6.35,17.37,52.49
2025-07-24,Sugarcane,Sandy,42.45,43.48,15.21,15.66,70.79
2025-07-25,Cotton,Loamy,28.7,30.46,13.29,24.17,33.09
2025-07-26,Cotton,Clay,19.94,48.44,13.06,39.21,19.51
2025-07-27,Cotton,Loamy,15.85,79.86,2.22,27.62,26.29
2025-07-28,Rice,Loamy,24.19,87.35,16.69,20.79,29.88
2025-07-29,Wheat,Loamy,15.15,48.89,0.53,25.18,22.15
2025-07-30,Cotton,Sandy,36.98,67.93,1.19,9.78,58.69
2025-07-31,Maize,Loamy,22.03,21.38,10.58,34.31,27.05
2025-08-01,Rice,Silt,15.21,67.62,8.73,22.93,37.96
2025-08-02,Wheat,Silt,16.35,63.58,1.85,27.37,26.62
2025-08-03,Wheat,Clay,27.01,86.3,2.61,40.44,14.9
2025-08-04,Sugarcane,Clay,42.23,26.12,13.78,41.51,56.75
2025-08-05,Sugarcane,Clay,43.23,32.8,4.19,32.54,77.79
2025-08-06,Sugarcane,Loamy,43.81,23.12,0.77,15.28,90.4
2025-08-07,Cotton,Sandy,34.98,77.59,0.07,15.84,49.76
2025-08-08,Sugarcane,Sandy,35.02,28.79,7.25,9.2,83.94
2025-08-09,Cotton,Clay,31.1,80.2,1.2,37.16,32.5
2025-08-10,Cotton,Silt,37.88,60.95,1.55,20.63,42.72
2025-08-11,Maize,Clay,43.03,34.46,6.64,42.33,38.13
2025-08-12,Maize,Silt,39.45,38.25,1.76,20.01,55.78
2025-08-13,Maize,Clay,18.06,21.11,4.79,44.22,30.42
2025-08-14,Maize,Clay,34.18,36.5,6.25,42.47,30.76
2025-08-15,Maize,Sandy,16.34,40.24,3.0,7.34,42.72
2025-08-16,Sugarcane,Sandy,32.44,25.53,1.06,14.49,84.17
2025-08-17,Rice,Sandy,30.88,60.91,7.97,11.82,66.83
2025-08-18,Wheat,Loamy,31.63,61.15,13.63,29.52,27.51
2025-08-19,Cotton,Silt,29.59,43.38,0.56,24.78,37.7
2025-08-20,Cotton,Silt,20.07,52.25,1.83,20.7,28.94
2025-08-21,Rice,Silt,31.55,44.96,2.96,39.31,54.26
2025-08-22,Wheat,Silt,22.3,52.04,7.13,24.12,21.26
2025-08-23,Sugarcane,Sandy,27.57,74.31,2.07,16.27,63.23
2025-08-24,Rice,Loamy,16.57,79.68,1.1,32.49,39.12
2025-08-25,Rice,Loamy,24.58,83.41,0.68,18.57,54.96
2025-08-26,Rice,Silt,18.71,60.83,6.64,26.43,37.21
2025-08-27,Rice,Clay,36.07,66.12,22.61,30.3,41.03
2025-08-28,Cotton,Sandy,18.41,20.27,37.63,21.05,21.72
2025-08-29,Maize,Sandy,24.0,30.59,1.68,12.52,54.54
2025-08-30,Rice,Loamy,17.32,21.26,0.54,23.21,57.6
2025-08-31,Cotton,Sandy,30.99,52.99,19.84,19.81,42.71
2025-09-01,Rice,Loamy,17.86,21.92,2.58,34.87,53.05
2025-09-02,Maize,Silt,20.2,70.74,3.52,33.6,21.22
2025-09-03,Rice,Loamy,44.87,66.6,3.4,33.46,57.1
2025-09-04,Sugarcane,Clay,22.64,54.23,2.62,44.73,37.34
2025-09-05,Rice,Sandy,16.58,63.81,0.28,21.73,45.07
2025-09-06,Cotton,Silt,20.12,33.84,1.92,31.87,38.26
2025-09-07,Maize,Sandy,15.66,76.19,7.76,10.94,30.81
2025-09-08,Rice,Silt,35.92,65.0,7.63,38.75,56.15
2025-09-09,Wheat,Sandy,40.27,34.65,0.38,19.07,64.42
2025-09-10,Rice,Loamy,34.51,26.33,14.77,20.17,54.02
2025-09-11,Rice,Silt,16.54,54.76,0.66,28.02,44.1
2025-09-12,Sugarcane,Clay,39.1,30.74,2.28,32.47,72.91
2025-09-13,Rice,Loamy,36.22,33.33,2.28,17.12,85.77
2025-09-14,Rice,Sandy,44.58,74.65,2.47,16.57,72.47
2025-09-15,Cotton,Silt,20.23,46.51,9.26,32.88,25.9
2025-09-16,Cotton,Loamy,41.82,84.39,0.5,25.88,41.44
2025-09-17,Cotton,Sandy,20.08,33.13,0.05,6.83,55.34
2025-09-18,Cotton,Silt,18.47,47.2,0.19,38.35,31.04
2025-09-19,Wheat,Silt,18.61,79.61,0.85,39.5,22.06
2025-09-20,Rice,Silt,44.44,26.82,1.81,32.76,69.1
2025-09-21,Wheat,Loamy,16.97,58.46,4.47,28.05,23.53
2025-09-22,Maize,Clay,40.31,33.65,8.77,36.25,49.57
2025-09-23,Cotton,Silt,21.23,59.82,10.11,28.64,22.8
2025-09-24,Rice,Clay,19.28,47.26,15.15,31.39,37.21
2025-09-25,Wheat,Loamy,25.51,25.83,6.45,21.23,36.7
2025-09-26,Cotton,Loamy,38.34,46.77,2.93,22.52,44.2
2025-09-27,Maize,Loamy,25.85,56.7,5.55,20.39,26.67
2025-09-28,Maize,Clay,36.71,60.4,5.22,25.59,38.71
2025-09-29,Wheat,Clay,31.37,45.16,0.42,28.87,37.7
2025-09-30,Cotton,Loamy,29.0,23.69,0.19,29.34,45.23
2025-10-01,Sugarcane,Sandy,17.83,28.8,2.68,20.25,62.4
2025-10-02,Maize,Silt,18.16,67.04,5.05,36.12,24.95
2025-10-03,Sugarcane,Loamy,35.94,38.78,36.59,18.51,67.06
2025-10-04,Cotton,Loamy,38.28,51.27,2.97,34.1,47.52
2025-10-05,Sugarcane,Loamy,21.27,79.39,11.82,25.83,35.78
2025-10-06,Rice,Silt,39.02,64.25,3.5,21.2,62.5
2025-10-07,Sugarcane,Clay,20.78,62.45,5.66,35.52,46.31
2025-10-08,Sugarcane,Loamy,43.43,23.76,0.56,18.47,91.14
2025-10-09,Cotton,Loamy,41.76,71.3,3.55,34.84,38.6
2025-10-10,Rice,Sandy,17.64,48.96,6.93,18.87,57.94
2025-10-11,Cotton,Silt,28.31,84.31,2.9,30.98,31.78
2025-10-12,Rice,Silt,43.81,66.22,3.7,20.47,59.48
2025-10-13,Sugarcane,Clay,37.44,34.58,1.15,28.79,72.75
2025-10-14,Rice,Silt,26.57,84.08,7.18,30.1,42.93
2025-10-15,Cotton,Silt,16.75,38.36,2.86,23.14,42.69
2025-10-16,Wheat,Silt,29.79,32.66,6.64,25.04,34.94
2025-10-17,Sugarcane,Silt,33.54,66.61,2.38,39.09,62.25
2025-10-18,Cotton,Silt,15.97,61.67,3.87,39.38,29.91
2025-10-19,Cotton,Sandy,33.12,23.47,0.5,5.66,65.0
2025-10-20,Wheat,Clay,27.17,22.88,2.13,30.3,41.12
2025-10-21,Wheat,Loamy,23.04,76.8,0.28,25.76,17.42
2025-10-22,Cotton,Clay,37.99,66.06,8.68,37.95,42.81
2025-10-23,Rice,Silt,30.51,28.19,3.76,22.54,65.55
2025-10-24,Rice,Clay,33.68,20.7,1.08,34.83,67.7
2025-10-25,Cotton,Loamy,19.91,39.39,0.34,29.12,38.43
2025-10-26,Wheat,Silt,28.31,82.39,2.65,22.9,25.15
2025-10-27,Sugarcane,Sandy,33.23,88.84,9.2,5.72,65.95
2025-10-28,Maize,Silt,31.79,39.55,2.15,38.46,46.24
2025-10-29,Wheat,Silt,15.91,26.36,9.64,32.61,31.48
2025-10-30,Wheat,Loamy,37.12,63.91,3.19,34.2,41.06
2025-10-31,Sugarcane,Clay,36.89,71.48,0.42,32.19,62.15
2025-11-01,Wheat,Sandy,18.47,42.83,1.25,23.51,27.21
2025-11-02,Cotton,Clay,16.84,70.02,4.88,44.41,15.35
2025-11-03,Sugarcane,Silt,30.57,88.55,5.96,33.44,48.44
2025-11-04,Rice,Silt,37.51,42.21,3.31,25.89,58.55
2025-11-05,Wheat,Sandy,23.56,58.78,0.01,10.66,42.29
2025-11-06,Wheat,Sandy,33.24,48.24,5.64,8.8,46.91
2025-11-07,Sugarcane,Clay,34.68,43.88,6.88,36.0,54.71
2025-11-08,Maize,Clay,17.34,69.48,12.63,30.41,17.22
2025-11-09,Cotton,Clay,34.86,83.88,10.35,35.04,24.63
2025-11-10,Wheat,Loamy,36.57,40.09,1.44,22.12,38.06
2025-11-11,Cotton,Loamy,33.49,53.8,2.47,33.18,37.17
2025-11-12,Maize,Clay,42.06,51.24,4.0,43.89,31.27
2025-11-13,Wheat,Clay,29.24,38.09,8.54,42.99,26.69
2025-11-14,Cotton,Sandy,33.16,24.0,5.59,15.61,60.98
2025-11-15,Wheat,Clay,27.68,34.06,1.82,35.49,40.91
2025-11-16,Cotton,Sandy,38.02,88.09,1.68,6.42,54.07
2025-11-17,Rice,Loamy,28.14,77.25,3.99,33.6,47.69
2025-11-18,Wheat,Silt,33.29,37.91,2.61,33.55,43.36
2025-11-19,Cotton,Loamy,35.92,26.33,3.44,20.26,56.35
2025-11-20,Wheat,Sandy,27.93,33.86,2.88,13.17,54.57
2025-11-21,Maize,Sandy,30.64,30.48,0.34,19.59,63.36
2025-11-22,Wheat,Loamy,25.4,72.25,11.2,30.14,13.99
2025-11-23,Maize,Sandy,38.78,39.54,5.2,22.47,45.25
2025-11-24,Maize,Loamy,32.14,62.52,3.7,32.49,35.26
2025-11-25,Wheat,Clay,37.57,21.24,3.64,35.59,49.41
2025-11-26,Rice,Silt,35.45,34.55,8.02,36.06,64.49
2025-11-27,Rice,Sandy,23.52,53.76,6.36,12.18,55.66
2025-11-28,Rice,Sandy,24.14,21.74,0.02,9.54,69.44
2025-11-29,Wheat,Clay,42.9,58.16,5.42,43.07,22.59
2025-11-30,Wheat,Silt,36.27,77.66,9.73,28.3,27.54
2025-12-01,Sugarcane,Silt,38.17,25.29,8.79,28.55,70.58
2025-12-02,Rice,Sandy,25.12,26.28,16.29,21.15,49.76
2025-12-03,Rice,Loamy,43.0,44.12,0.88,26.26,62.66
2025-12-04,Rice,Clay,22.14,85.69,0.94,27.26,40.42
2025-12-05,Wheat,Loamy,29.31,89.62,5.68,16.48,37.96
2025-12-06,Wheat,Clay,23.62,59.05,1.81,26.73,22.01
2025-12-07,Wheat,Loamy,40.11,60.06,35.7,20.74,18.68
2025-12-08,Cotton,Silt,19.92,39.96,7.87,38.12,37.85
2025-12-09,Maize,Clay,41.44,42.98,0.6,42.4,33.82
2025-12-10,Maize,Silt,39.2,30.98,0.08,26.25,53.53
2025-12-11,Rice,Clay,29.46,55.22,1.9,39.58,52.25
2025-12-12,Wheat,Sandy,39.15,79.54,4.0,21.52,33.82
2025-12-13,Wheat,Clay,24.51,52.72,1.68,44.23,13.88
2025-12-14,Cotton,Clay,30.8,24.0,0.59,29.39,49.79
2025-12-15,Cotton,Silt,38.99,71.76,2.78,26.67,38.9
2025-12-16,Sugarcane,Sandy,16.56,20.9,7.94,14.54,67.79
2025-12-17,Maize,Silt,42.98,80.17,6.19,29.64,33.12
2025-12-18,Cotton,Sandy,43.97,35.07,8.33,8.94,63.28
2025-12-19,Maize,Clay,27.15,85.21,0.47,35.23,30.51
2025-12-20,Sugarcane,Sandy,26.71,27.43,5.55,10.78,75.51
2025-12-21,Rice,Clay,36.58,72.17,3.61,31.62,57.02
2025-12-22,Maize,Clay,32.97,25.02,1.29,43.63,40.45
2025-12-23,Sugarcane,Loamy,15.58,42.89,4.94,20.5,52.46
2025-12-24,Rice,Silt,42.27,87.04,0.4,30.65,53.82
2025-12-25,Sugarcane,Clay,20.39,60.47,15.85,35.06,37.5
2025-12-26,Sugarcane,Silt,25.21,79.91,2.85,23.86,48.15
2025-12-27,Rice,Silt,15.89,20.68,0.39,30.71,57.13
2025-12-28,Cotton,Sandy,21.21,45.08,0.81,15.2,44.76
2025-12-29,Cotton,Clay,42.9,46.85,3.38,42.92,36.84
2025-12-30,Rice,Sandy,24.6,49.52,1.3,8.99,57.23
2025-12-31,Cotton,Loamy,37.96,44.94,1.6,31.02,44.26
2026-01-01,Sugarcane,Silt,44.34,34.04,1.21,25.84,73.04
2026-01-02,Maize,Loamy,30.94,26.92,8.36,32.32,41.03
2026-01-03,Maize,Silt,41.34,58.46,5.34,27.64,36.69
2026-01-04,Rice,Sandy,34.62,55.81,0.87,6.07,69.67
2026-01-05,Sugarcane,Sandy,32.08,46.79,7.08,11.11,70.56
2026-01-06,Sugarcane,Silt,16.41,59.64,7.2,22.73,43.37
2026-01-07,Cotton,Loamy,15.6,72.69,3.21,23.94,22.04
2026-01-08,Maize,Silt,25.79,57.85,5.66,34.05,30.74
2026-01-09,Cotton,Sandy,26.99,86.76,5.14,10.96,37.76
2026-01-10,Wheat,Clay,34.81,52.96,1.11,37.03,32.36
2026-01-11,Wheat,Sandy,23.78,31.72,2.38,12.07,47.79
2026-01-12,Cotton,Sandy,30.26,70.48,2.17,11.51,49.84
2026-01-13,Sugarcane,Loamy,16.21,76.34,2.3,32.09,46.81
2026-01-14,Wheat,Sandy,35.82,31.17,11.33,13.09,54.73
2026-01-15,Rice,Clay,39.63,36.54,5.41,32.84,64.21
2026-01-16,Cotton,Clay,26.62,44.23,9.04,27.03,31.06
2026-01-17,Sugarcane,Loamy,15.46,31.67,4.67,29.18,57.13
2026-01-18,Wheat,Clay,17.36,44.95,6.88,36.01,21.9
2026-01-19,Cotton,Clay,36.01,48.13,0.4,39.65,45.7
2026-01-20,Maize,Loamy,35.0,39.9,4.41,26.74,52.67
2026-01-21,Maize,Sandy,22.95,51.4,3.86,18.27,44.7
2026-01-22,Wheat,Loamy,34.38,30.54,13.49,22.66,36.38
2026-01-23,Wheat,Sandy,21.16,54.1,10.53,15.55,32.58
2026-01-24,Wheat,Sandy,28.91,82.15,3.04,16.12,39.42
2026-01-25,Wheat,Silt,15.46,39.86,2.87,32.68,34.7
2026-01-26,Cotton,Silt,29.93,30.84,1.01,27.3,44.59
2026-01-27,Maize,Sandy,17.23,55.26,1.01,16.48,43.82
2026-01-28,Wheat,Sandy,37.15,43.49,7.24,13.66,49.91
2026-01-29,Maize,Loamy,15.55,65.78,4.82,21.2,25.51
2026-01-30,Maize,Clay,42.7,68.25,0.68,32.13,43.55
2026-01-31,Sugarcane,Sandy,34.63,39.28,17.17,11.43,77.99
2026-02-01,Rice,Sandy,22.85,24.69,0.14,9.89,72.29
2026-02-02,Maize,Sandy,21.36,27.36,5.83,8.17,49.73
2026-02-03,Maize,Silt,24.81,20.76,6.04,22.27,34.64
2026-02-04,Maize,Sandy,41.38,48.7,3.29,6.41,56.67
2026-02-05,Rice,Loamy,37.57,83.81,4.04,25.54,56.58
2026-02-06,Rice,Loamy,41.01,63.84,5.53,17.53,72.67
2026-02-07,Wheat,Clay,38.24,38.54,13.56,39.4,41.52
2026-02-08,Sugarcane,Clay,33.53,73.9,0.55,44.25,47.34
2026-02-09,Cotton,Loamy,24.55,71.16,1.7,29.74,22.42
2026-02-10,Rice,Silt,29.99,50.7,4.72,32.48,47.79
2026-02-11,Maize,Sandy,22.25,53.81,10.89,12.57,34.5
2026-02-12,Cotton,Silt,29.28,89.42,7.36,24.21,25.01
2026-02-13,Wheat,Silt,27.29,74.61,7.38,24.56,22.53
2026-02-14,Rice,Clay,19.35,37.83,12.3,27.26,46.54
2026-02-15,Wheat,Clay,39.29,82.06,1.53,29.49,34.79
